"Q","SERIES_CODE","total_search","sum_link","sum_linkCtg","total_codefix","total_tabcount","links_by_series"
"cimrs6-18-0.5",110302399360,1,1,0,1,1,1
"cimrs10-14-0.5",110302399360,1,1,0,1,1,1
"wjas8-60-p7.99-t60",110100120750,1,1,0,1,1,1
"swf8-2",110100185510,1,2,0,2,2,2
"spgcc20-15-12",110300268560,1,1,0,1,1,1
"fclhbd",110300098370,1,1,0,0,1,1
"fclhbd-d8-l56-n4-g3-tc2-hc12",110300098370,0,1,0,1,1,1
"buss8-25",110300266030,2,2,0,1,5,2
"buu8_2",110300266030,0,1,0,1,4,1
"uf20-80",110300268740,1,1,0,1,1,1
"clbghnu20_118_0_fc23",110300095930,1,1,0,1,1,1
"slbrfnf8-205-40",110300356850,2,2,0,1,6,2
"slbrfnf8-132-40",110300356850,0,1,0,1,3,1
"slbrfnf8-132-20",110300356850,0,1,0,1,3,1
"u-atpa15h100-a-po.375-nc",110302161360,0,1,0,1,2,1
"u-atpa15h100",110302161360,1,2,0,0,4,2
"cnpr8_84_f16",110302458520,2,2,0,2,2,2
"cnpr8_88_f40",110302458520,1,1,0,1,1,1
"cnpr8_56_f16",110302458520,1,1,0,1,1,1
"cnpr8_56_f13",110302458520,2,2,0,2,2,2
"cnpr6_86_f40",110302458520,1,1,0,1,1,1
"u-afdf1.06",110302161630,0,1,0,1,4,1
"anbns",110300591010,1,1,0,1,1,1
"gdmsb4-20-f4-m3",110300249570,1,1,0,1,1,1
"rouak",110300420910,1,1,0,1,4,1
"bsm8",110300144840,0,1,0,1,2,1
"atp14mxl019-k-p3",110300405420,1,1,0,1,1,1
"u-atpa24h100-a-s1.50",110302161360,1,1,0,1,1,1
"fwzaa",110300233040,1,1,0,1,1,1
"scps55-14-15",110300121130,2,2,0,2,8,2
"utsm3h15-125-45-f50-g22.5-z8",110300548920,1,1,0,1,2,1
"jpbpb5-6",110300557320,1,1,0,1,1,1
"fpbpa6-p8-l10-b10",110300557320,2,2,0,2,2,2
"fpba16-p20-l16-b20",110300557320,1,1,0,1,1,1
"gelmf20",110300275310,0,1,0,1,1,1
"htbn750s5m-250",110300413730,0,1,0,1,1,1
"vfjt6",110300000210,1,1,0,1,1,1
"cron23",110302403560,1,1,0,1,1,1
"mstkd-b",110300152450,2,1,0,1,3,1
"nkbc6",110300516810,1,1,0,1,4,1
"azm3",110300274950,1,1,0,1,2,1
"stbb5",110300591960,2,2,0,2,3,2
"stbb4",110300591960,1,1,0,1,1,1
"sjpqnd",110300561340,1,1,0,1,2,1
"e90-200",110100188310,1,2,0,1,2,2
"e90-140",110100188310,1,1,0,0,1,1
"s-hdr25-31.8-p12.85-w3-r0.25",110100111130,1,1,0,1,2,1
"fpfnla4-p6.5-l5-b6.5-ml7-cn",110300563440,2,28,0,0,112,28
"fpfna",110300563440,2,2,0,0,8,2
"fpfnla",110300563440,1,1,0,1,4,1
"mas20",110300269260,1,1,0,1,1,1
"jbafp18-p10.50-l15.1",110300132940,1,1,0,1,1,1
"lhfr50",110300027060,2,2,0,1,6,2
"clpmd",110300217550,0,1,0,1,2,1
"jbauf8-p5.10-l7.0",110300133030,1,1,0,1,1,1
"clbgnu6-10.0",110300095930,1,1,0,1,1,1
"jbhfp30-p17.46-l23.0",110300133370,2,1,0,1,1,1
"jbhfp22-p12.70-l24.0",110300133370,1,1,0,1,1,1
"jbhfp26-p15.88-l24.0",110300133370,1,1,0,1,1,1
"positioning straight pin sets",110200096010,2,3,0,3,12,3
"rdom",110300229360,2,2,0,1,4,2
"mssk3-2.5",110300248260,1,1,0,1,3,1
"stpghb",110300234260,1,1,0,1,1,1
"shblbcb5",110300440060,1,1,0,1,1,1
"mc8-75",110302030730,3,1,0,1,3,1
"atpk36l075-a-h80-kfc91-k6.5",110300405670,1,1,0,1,2,1
"scb2.6-6",110300239250,1,2,0,1,6,2
"hfcfin6-1530-b",110300466410,1,1,0,1,1,1
"hfsfin",110300466410,6,6,0,0,5,2
"svrz28-280-rlc",110300039660,7,7,0,6,37,7
"ajstcfs",110300598870,0,1,0,1,1,1
"jzw17",110300031530,2,1,0,1,1,1
"psfj3",110300000120,0,1,0,1,1,1
"aluminum extrusion slider",110302264530,1,1,0,1,1,1
"egbzs40",110200100640,1,1,0,1,2,1
"knob",110300518120,105,97,22,0,6,2
"nblf4-16-b",110300518120,1,1,0,1,4,1
"lx2005-b1-t2042-250",110300075020,0,1,0,1,2,1
"lx2005-b1-n-250",110300075020,0,1,0,1,2,1
"bghkb600",110300105210,2,1,0,1,1,1
"bghkb6003zz_50",110300105210,0,1,0,1,4,1
"bghkb6003",110300105210,1,1,0,1,4,1
"x-axis stages rack&pinion",110300199440,1,1,0,1,1,1
"sebz13-195",110300041670,0,1,0,1,3,1
"rspj",110300006240,1,2,0,2,6,2
"raca40-60",110300542010,0,1,0,1,1,1
"rac",110300542010,8,2,0,1,2,2
"bpuu",110300367870,4,2,0,2,8,2
"bpua",110300367870,1,1,0,1,4,1
"floating joint",110300367870,68,96,11,0,4,1
"htbn480s8m",110300413730,1,1,0,1,3,1
"htbn2304s",110300413730,1,1,0,1,3,1
"bgsrb6007",110300100470,1,1,0,1,1,1
"jzw8",110300031530,4,3,0,2,3,3
"swl22",110100185670,0,1,0,1,1,1
"wssm13-5-2",110300231730,1,1,0,1,1,1
"wssm10-3-2",110300231730,1,1,0,1,1,1
"fxja8_16_f6",110300094260,1,1,0,1,2,1
"fxja8_16_f6_set",110300094260,0,1,0,1,2,1
"lhfsd20",110300026720,4,4,0,3,12,4
"lhfsdm",110300026720,3,1,0,1,3,1
"lhfsdm13",110300026720,2,1,0,0,3,1
"lhfsdm16",110300026720,1,1,0,0,3,1
"sel2bwnl14-290",110300045960,1,1,0,1,1,1
"u-scsbn",110302155060,0,1,0,1,3,1
"alat-400-200-8",110302243350,1,1,0,1,1,1
"shclbm8-51.9",110300096360,1,1,0,1,1,1
"shclbm6-48.0",110300096360,2,2,0,2,2,2
"blp12-40",110300147370,1,1,0,1,1,1
"bssr15",110300077910,0,1,0,1,1,1
"fjub",110300367620,1,1,0,1,4,1
"lmsb8_35",110300248960,0,1,0,1,2,1
"u-nclss0.50-d0.75-l0.83",110302179310,2,1,0,1,1,1
"u-nclss",110302179310,2,2,0,1,2,2
"hfs8-8080-3700",110302371450,0,1,0,1,3,1
"sfj8-90",110300000120,1,1,0,1,1,1
"u-jbhp0.19-l",110302167230,1,1,0,1,2,1
"gonio",110300198310,4,4,0,0,6,2
"gpwg",110300198310,0,1,0,1,3,1
"wssb20-10-5",110300231730,1,1,0,1,1,1
"msb6.5-50",110300249140,1,1,0,1,2,1
"zhrd",110300192870,0,1,0,1,3,1
"long stroke z stage",110300192870,2,1,0,0,3,1
"jbpem10-p6",110300133820,1,1,0,1,1,1
"fclaa-d5-l11.5",110300098370,0,1,0,1,1,1
"aikcfb150-a85-w75",110300545510,2,1,0,1,1,1
"vpfjt13",110300000210,0,1,0,1,2,1
"fnclc-vb-d22-l17",110300234620,3,2,0,0,2,2
"fabsc-v5-d9-l39.5",110300234620,0,1,0,1,1,1
"urethane rolls",110300421250,1,4,0,1,3,1
"fpba5-p8-l8-b5",110300557320,0,1,0,1,1,1
"kjbps10_p6_00_l14_lkc",110300172930,1,1,0,1,1,1
"kjbps12_p8_00_l14_lkc",110300172930,1,1,0,1,1,1
"kjbps12_p8_00_l11_lkc",110300172930,1,1,0,1,1,1
"pfxaa5-6-f7",110300090150,0,1,0,1,1,1
"stbc8-30",110300591960,2,1,0,1,2,1
"sheave",110300419760,2,1,0,1,2,1
"jphaf4-10-12",110300584260,1,1,0,1,1,1
"pssfaa15_100_f18_p10_m6_n8",110300003530,1,1,0,1,1,1
"tgra20-40",110302278440,1,1,0,1,4,1
"sjpspa2",110300559670,0,1,0,1,4,1
"mvptn2",110300346710,5,7,0,2,20,7
"knb12-40-2",110300517240,1,1,0,1,1,1
"lemt8",110300508660,1,1,0,1,1,1
"cljj10-12-20",110300236270,0,1,0,1,1,1
"lnmwm6-6-20",110300358610,1,1,0,1,1,1
"mbrda75-3-p18",110300416440,1,1,0,1,2,1
"lvb20-60",110300602460,1,1,0,1,1,1
"nrssr4_10",110302282030,1,1,0,1,1,1
"nrlsr6_30",110302282030,1,1,0,1,1,1
"buq12",110301961520,2,2,0,1,4,2
"buq",110301961520,3,2,0,2,4,2
"svka-200-2000-25-t100-scm-12.5-h-a",110302384840,1,1,0,1,1,1
"jbhfs30",110300133370,0,1,0,1,1,1
"mssf4-10",110300248260,1,1,0,1,1,1
"cffap",110300112910,2,1,0,0,2,1
"cffap8-19",110300112910,1,1,0,1,2,1
"cfuap8-19",110300112910,1,1,0,1,2,1
"brbnm-a40-b40-t30-f20-z8",110300278360,2,1,0,1,1,1
"steel spacers",110300023830,1,1,0,1,1,1
"lpagc6-p9.1-b22.3-r2-l0-sc8-nnc",110300567370,1,1,0,1,2,1
"psfj50",110300000120,0,1,0,1,1,1
"lvfbm20-75",110300602460,1,1,0,1,1,1
"tuppl12-6-50",110300597830,1,1,0,1,1,1
"swu17",110200141760,2,2,0,1,3,2
"swu17-20",110200141760,0,1,0,0,1,1
"swu17-80",110200141760,0,1,0,0,1,1
"swu12",110200141760,1,1,0,1,1,1
"uabr26-180",110300523360,1,1,0,1,1,1
"fbr90-20-100",110300508840,4,3,0,1,3,3
"xydtsc",110302197420,1,1,0,1,2,1
"phsln100",110300520220,1,1,0,1,1,1
"uf2-20",110300268740,1,1,0,1,1,1
"u-wsc0.50",110302155420,1,1,0,1,1,1
"myp32-120",110100161530,3,2,0,0,2,2
"myp32",110100161530,2,2,0,2,2,2
"myp32-",110100161530,2,1,0,1,2,1
"psafd8-145-f6-m6-n4",110300002650,1,1,0,1,1,1
"psfrhq40_128_0_f36_0_p35_t36_0_q35_kc30_a56",110300088230,1,1,0,1,1,1
"cbdr6",110300097240,1,1,0,1,3,1
"cbdr6-",110300097240,1,1,0,1,3,1
"pmxyk8m",110300147910,1,3,0,2,4,3
"wl8-70",110100184810,1,1,0,1,1,1
"pxal12",110300149920,2,2,0,2,2,2
"spfr15-100-0-sc2",110300090060,1,2,0,2,2,2
"pxan5",110300148770,1,1,0,1,1,1
"kjpgkh12",110300169520,3,1,0,1,3,1
"kjpgkh",110300169520,1,1,0,0,3,1
"gbgyb",110300589250,5,3,0,1,6,3
"sebml8-55",110300043860,6,5,0,4,20,5
"myz",110100161620,1,1,0,1,2,1
"hroa",110300426240,2,2,0,1,8,2
"ssccj35-10-6-0",110300018660,1,1,0,0,4,1
"ssccj35-10b-6--0",110300018660,0,1,0,1,4,1
"gutbn8-10-40",110300246070,2,3,0,3,3,3
"scmn6",110300018410,1,1,0,1,2,1
"cffrucs",110300112730,2,3,0,3,10,3
"pjh6-10",110300142740,1,1,0,1,1,1
"lhckwm8",110302038520,0,1,0,1,2,1
"ttbu4",110302194260,1,1,0,1,1,1
"mdzw18",110300031260,0,1,0,1,1,1
"lhkmrnlf13",110300028030,3,4,0,4,12,4
"lhkmrnlf10",110300028030,3,3,0,3,9,3
"mcolk38-14-20",110300607630,1,1,0,1,1,1
"sclbr12-57.0",110300096110,1,1,0,1,1,1
"jbh16-20",110300133120,0,2,0,2,2,2
"ikfb250-120",110300542530,0,1,0,1,1,1
"jbafp30-p20.00-l38.00",110300132940,0,1,0,1,1,1
"scmpa-d20.0-p24.0-l14.0-b3.0",110300569920,1,1,0,1,1,1
"pulley 2gt",110302193470,1,4,0,2,4,2
"sfhrra10-91.0-b3-s3",110300087010,1,1,0,1,1,1
"sfrra6_45_6_b3_s3",110300087010,1,1,0,1,1,1
"sfmrra8_37_6_b3_s3_1",110300087010,1,1,0,1,1,1
"sfmrra8_29_0_b8_s8_1",110300087010,1,1,0,1,1,1
"sfrra3_36_0_b10_s10",110300087010,1,1,0,0,1,1
"sfrra8_61_6_b3_s3",110300087010,2,1,0,1,1,1
"sflu13-52-j5-m6-sc2",110300005970,2,2,0,2,2,2
"sftf12_42_j5_m6_sc0",110300005970,1,1,0,1,1,1
"fjr10-1.25-12",110300353870,3,2,0,0,6,2
"fjr10-",110300353870,2,1,0,1,2,1
"unahm6-20",110302195570,0,1,0,1,1,1
"sc605zz",110302399970,1,1,0,1,2,1
"acb16",110300240130,1,1,0,1,1,1
"stainless steel shaft",110300000120,4,4,0,2,3,3
"sthwrbl20",110300009220,5,5,0,5,21,5
"u-fpsa0.31-p0.1955-l0.500-b0.125",110302163550,3,3,0,3,15,3
"mca2fn4h-115-51-10-f96.5-g38.5-n6",110300533070,1,2,0,2,8,2
"ssx2rl24h",110300047810,0,1,0,1,3,1
"feps6",110300588640,1,1,0,1,2,1
"wssm15-",110300231730,2,1,0,1,1,1
"piss15-8-600",110300230060,3,3,0,3,6,3
"piss",110300230060,5,4,0,1,9,4
"msv5",110100140710,2,3,0,1,4,3
"elnna10-p16",110300579020,1,1,0,1,1,1
"shclsgh25-104.0-e12-f24",110300096540,2,1,0,1,1,1
"ptbn1242p2m-060",110302194170,1,1,0,1,4,1
"ptbn1050p3m-150",110302194170,1,1,0,1,4,1
"jbhfc12-p8.10-l10.0",110300133370,1,1,0,1,1,1
"sgkg8-50",110302195930,2,2,0,2,5,2
"sgkg",110302195930,2,1,0,0,4,1
"uwansl12-150-75",110302237230,0,1,0,1,4,1
"shccg6-13",110300095750,1,1,0,1,1,1
"mla32",110300415740,1,1,0,1,2,1
"sntbm8-15",110302402160,2,2,0,2,2,2
"sntbb8-10",110302402160,2,1,0,1,1,1
"smtp32",110300261130,1,1,0,1,1,1
"ssfas16",110300001160,0,1,0,1,2,1
"lhfrwm20",110300027150,1,1,0,1,2,1
"acb8-110",110300240130,1,1,0,1,3,1
"u-ssfjt0.25-l2.12-t5",110302148670,2,1,0,1,2,1
"nclm8-12-27",110302398660,0,1,0,1,1,1
"hblpq8-100",110300457470,1,1,0,1,2,1
"qcns24",110300251850,5,6,0,3,17,6
"kjpgdhr",110300167060,1,1,0,1,5,1
"bnfa",110302402070,5,2,0,0,4,2
"bnfa1210s",110302402070,1,1,0,1,2,1
"svr24-100",110302271870,1,1,0,1,1,1
"tabe6_15",110300593360,1,1,0,1,1,1
"tsbb4-4",110300593540,1,1,0,1,1,1
"tsbse5-5",110300593540,1,1,0,1,1,1
"hfs8-4545-600",110302372330,1,1,0,1,4,1
"sfjw20-140-m8-n8",110300000550,0,1,0,1,1,1
"stss-d1-l-25",110300571660,1,1,0,1,2,1
"stssd1.0l250.0",110300571660,1,1,0,0,2,1
"usbks25_20_m6",110301980240,1,1,0,1,1,1
"ussl20",110302358850,2,2,0,2,2,2
"fbab10-120-30",110300239610,0,1,0,1,1,1
"bsv12",110300080620,1,1,0,1,2,1
"bsv",110300080620,1,1,0,1,2,1
"wassh14-6-1",110302398320,1,1,0,1,1,1
"wghb-60-30-30",110300602820,1,1,0,1,1,1
"pssfjt16-390-m8",110300000210,1,1,0,0,2,1
"vpfjt20-320-m6",110300000210,1,1,0,0,2,1
"psfjt20-320-m6",110300000210,1,1,0,0,2,1
"vpfjt20-300-m8",110300000210,2,1,0,1,2,1
"vpfjt16-320-m6",110300000210,2,1,0,1,2,1
"pba6-20-b",110300514710,1,1,0,1,3,1
"mkp15-40",110300224370,0,1,0,1,3,1
"mkp15_40",110300224370,0,1,0,1,3,1
"wm14-30",110302288060,1,1,0,1,1,1
"etkrs15",110300208270,0,1,0,1,1,1
"xeg60-r",110300191130,1,1,0,1,1,1
"wssm50-15-5",110300231730,1,1,0,1,1,1
"twssb25-6-5",110300231730,1,1,0,1,1,1
"jbac5",110300132760,0,1,0,1,1,1
"xyspg40",110300197070,1,1,0,1,1,1
"swl30-40",110100185670,1,2,0,1,4,2
"sfjw4-86-m2-n2",110300000550,1,1,0,1,2,1
"nlsbg10",110300206870,2,1,0,1,2,1
"lsbwrk12",110300206870,3,1,0,0,2,1
"mgst2",110300526250,3,3,0,3,12,3
"azexhk",110300273210,1,3,0,3,15,3
"atp30mxl019-b-p5-a",110300405420,1,2,0,2,4,2
"u-shcdg0.19-l0.50",110302170370,1,1,0,1,2,1
"deep groove",110302272840,1,1,0,1,2,1
"lhbbl20",110300028820,3,3,0,1,3,3
"lhssw20",110300028460,1,1,0,1,1,1
"u-atp22xl",110302161110,1,1,0,1,2,1
"lpalbc6-p12.00-b27.0-a15-e7-l5-lac",110300567460,2,1,0,0,4,1
"lpalbc6-p12-b27.0-a15-e7-l5-lac",110300567460,1,1,0,1,4,1
"hbkts8",110302061350,3,3,0,2,5,3
"gpob",110100164670,1,1,0,1,1,1
"gsstn12-150",110300217370,1,1,0,1,2,1
"tsbb8-12",110300593540,1,1,0,1,1,1
"bstp15",110300081230,1,2,0,1,4,2
"mtkl",110302192950,1,1,0,1,2,1
"cimss30-0.2",110300237670,1,1,0,1,1,1
"cimss30-0.1",110300237670,1,1,0,1,1,1
"cimss10-1.0",110300237670,1,1,0,1,1,1
"bjs12c",110300079560,0,1,0,1,2,1
"cpdw40-10-14",110300120950,0,1,0,1,2,1
"u-sfr0.50-l2.75-wfc0.18-w0.18-j0.25-v0.25",110302156370,1,1,0,1,1,1
"u-mjui0",110302152620,2,1,0,1,2,1
"sfab",110300004140,2,1,0,1,2,1
"u-jusc0",110302152710,1,1,0,1,1,1
"fjbr6",110300354050,2,2,0,1,4,2
"lxm3010c-t5",110301986270,1,1,0,1,3,1
"lxm3010-t5",110301986270,1,1,0,1,3,1
"lxm3010c-t5-d5-3-3-r-500",110301986270,0,1,0,1,3,1
"brpk38-lc210",110100159520,0,1,0,1,1,1
"lbb38-lc150",110100159860,1,1,0,1,1,1
"mbs38-90",110100160310,0,1,0,1,1,1
"lhmcw16",110300027670,8,5,0,1,9,5
"slhmcw16",110300027670,2,1,0,0,2,1
"u-setg1.00-l18-t0.5-u0.5",110302174750,2,2,0,1,6,2
"u-setg",110302174750,8,2,0,1,6,2
"lmum10",110300026540,1,1,0,1,2,1
"mtswka",110300083240,1,1,0,1,2,1
"buqm",110301961520,6,2,0,2,4,2
"buq8",110301961520,3,2,0,2,3,2
"mtsra10",110300082630,1,1,0,1,2,1
"c686zz",110302273450,2,2,0,1,7,2
"selbwz16",110300045870,1,1,0,1,1,1
"pscjpj16",110301999410,1,1,0,1,1,1
"scjpj16",110301999410,0,1,0,1,1,1
"slsbjf",110300207660,0,1,0,1,3,1
"sdnj16",110300022860,0,1,0,1,1,1
"lmum8",110300026540,2,1,0,1,1,1
"lpsqtam5-l28",110302387210,1,1,0,1,1,1
"lowa6",110302302330,1,1,0,1,1,1
"sgpnr",110300316250,2,1,0,1,2,1
"wf12",110302287970,1,1,0,1,4,1
"uhfns120",110300521620,2,1,0,1,5,1
"rbj",110100158550,1,1,0,1,2,1
"pssfgw16-68-m8-n8",110300000550,1,1,0,1,4,1
"wssb10-3",110300231730,1,1,0,1,1,1
"wssb10-3-1",110300231730,2,3,0,2,3,3
"sfr10-300.0:1",110300086920,1,1,0,1,2,1
"fgk",110100151820,1,1,0,1,2,1
"usus",110300596430,9,4,0,2,8,4
"hfs5-2020-70",110302368740,1,1,0,1,2,1
"ssebt8-40",110300047020,3,4,0,4,11,4
"mssf5-8",110300248260,2,2,0,1,3,2
"chamj-s100",110302461410,1,1,0,1,2,1
"azxlc20-20-m4",110300273210,1,1,0,1,1,1
"cuclp6",110300312320,1,1,0,0,1,1
"cuclp6-3",110300312320,1,1,0,1,1,1
"phlk180-16",110300515050,0,2,0,2,12,2
"s-sbaca6004zz",110300103970,1,1,0,1,4,1
"mcoc17-5-6",110300123930,1,1,0,1,1,1
"utexm5-300",110300276350,1,1,0,1,1,1
"bun",110300080440,1,4,0,4,6,4
"hfs5-404020",110302369170,1,1,0,1,2,1
"swl12-20",110100185670,1,1,0,1,1,1
"rouakn",110300420910,1,1,0,1,1,1
"hblttw5",110300438320,2,2,0,2,2,2
"aftp15",110301978140,0,1,0,1,3,1
"hptcul5",110302245810,1,1,0,1,1,1
"stwn5",110300258330,3,1,0,1,2,1
"mtstlw16-745-f75-v12-s20-q12-sc40-sw10-sy20-mq6",110300083060,1,1,0,1,2,1
"mtstlw16-640-f20-v12-s40-q12-sq10-sw10-sy3",110300083060,1,1,0,1,2,1
"dndn16",110302392450,2,1,0,1,2,1
"dndn",110302392450,3,2,0,0,4,2
"sjsxl",110302046310,2,2,0,1,3,2
"makc1210l",110300269350,1,1,0,1,1,1
"maks1210l",110300269350,1,1,0,1,1,1
"sfgsm0.1",110300238820,0,1,0,1,1,1
"hbkts5",110302060920,2,2,0,1,3,2
"plh",110200153410,1,1,0,1,1,1
"ssfj16-640",110300000120,1,1,0,1,2,1
"sb6801zz",110302272750,1,1,0,1,1,1
"htbn360s2m-60",110300413730,1,1,0,1,1,1
"htpa34s2m060-b-p8",110300405850,2,1,0,1,3,1
"htpb32s2m060-b-h5",110300405850,0,1,0,0,3,1
"bsbr2010l-1200",110300078430,1,1,0,1,2,1
"bsbr2010l-1000",110300078430,1,1,0,1,2,1
"bsbr20",110300078430,2,1,0,0,2,1
"njut10",110300370240,1,1,0,1,2,1
"nkj3-5",110302280810,1,1,0,1,1,1
"saipok",110300267070,5,2,0,1,5,2
"s2m belt",110300413730,2,2,0,1,3,2
"slhfr13",110300027060,1,1,0,1,1,1
"sfjw8-50-m3-n3",110300000550,0,1,0,1,1,1
"mssf4-5",110300248260,0,1,0,1,1,1
"cb6-15",110300239070,0,1,0,1,3,1
"acb8-45",110300240130,0,1,0,1,1,1
"eph-g3-200-p2.5",110200000810,0,1,0,1,1,1
"slsbwrk7-20",110300206870,2,2,0,1,2,2
"rbzf",110300274860,1,1,0,0,2,1
"rbzc",110300274860,3,1,0,1,2,1
"bts",110300290260,2,2,0,2,8,2
"bts3",110300290260,1,2,0,2,10,2
"htpm24s8",110300406120,2,2,0,1,6,2
"htpk24s8m250-a-v35-z42-j9",110300406120,0,2,0,2,8,2
"htpk24s8m250-a",110300406120,2,1,0,0,4,1
"htpm24s8m250-a",110300406120,1,1,0,0,4,1
"htpm24s8m250",110300406120,3,1,0,0,4,1
"nfjn8",110302388250,2,2,0,2,3,2
"nfjns8-50",110302388250,5,1,0,0,2,1
"jbor",110302195320,3,3,0,1,4,3
"scnpp8-52-f46",110302404440,0,2,0,2,2,2
"spal3",110100092750,0,1,0,1,1,1
"esbt70-140",110100192510,1,2,0,2,2,2
"rbnmf10-150-105",110300276620,0,1,0,1,1,1
"rbnmf20-105-30",110300276620,1,1,0,1,1,1
"bspo3",110300267520,2,2,0,2,2,2
"fwssc-d18.5-v15.5-t5",110300231910,0,1,0,1,1,1
"fwssc-d24-v20-t5",110300231910,0,1,0,1,1,1
"fclhdg-d4-l25-t2.5-h8-nc4-kc4-yc0.5",110300098370,1,1,0,1,1,1
"krssg2-29",110300229720,1,1,0,1,1,1
"tpcfn40",110300412670,1,1,0,1,1,1
"nclb4-10-14",110302398660,0,1,0,1,1,1
"knclb8-20-20",110300234440,0,1,0,1,1,1
"cbsa5",110300244420,1,1,0,1,1,1
"msy4-12",110300257020,1,1,0,1,1,1
"fntm",110300355270,1,1,0,1,2,1
"cam follower sealed",110300111760,1,1,0,1,4,1
"box-sfbj2",110301995460,1,1,0,1,1,1
"shntlg",110302253760,4,2,0,2,8,2
"hntr6",110302252970,1,1,0,1,4,1
"afdf19-30w",110300412420,3,3,0,3,9,3
"swy30-35",110200141850,0,1,0,1,3,1
"wr13-55",110100184630,2,2,0,2,2,2
"uwansz10-100-27-g",110302237140,1,1,0,1,4,1
"psfmr30-250-kfc1-g10-ag90",110300086920,1,1,0,1,1,1
"hfrp20-30.0-f24.2-p16",110300088140,0,1,0,1,1,1
"wl13-55",110100184810,2,3,0,2,2,2
"wl13-55",110302287970,2,3,0,1,1,1
"wf13-55",110302287970,1,1,0,1,1,1
"pjal13-lc55-p8.69",110100093270,1,1,0,1,2,1
"kkb25",110300568430,0,1,0,1,4,1
"xlpg25",110300196550,3,2,0,2,7,2
"sccg3-16.3",110300095320,2,2,0,1,2,2
"sfrt",110300088840,3,2,0,1,5,2
"shccg3-11",110300095750,1,2,0,1,4,2
"shccg3-11.5-t",110300095750,2,1,0,0,2,1
"shccg3-11.5",110300095750,0,1,0,1,2,1
"sjpspa2-165",110300559670,1,1,0,1,5,1
"kms",110200185520,2,2,0,2,8,2
"timing belt t10",110300411970,1,1,0,1,3,1
"bssz1520",110300077910,1,1,0,0,3,1
"bsst1520-905",110300077910,1,1,0,1,3,1
"cxm811",110300272510,1,1,0,1,1,1
"bgsps12-18-l20",110300114920,1,1,0,1,2,1
"cb12-220",110300239070,3,3,0,1,5,2
"atp20xl050-a-n15",110300405510,1,1,0,1,2,1
"atp20xl050-a-n15-m4",110300405510,1,1,0,0,2,1
"atp20xl050-a-n15-2-14b",110300405510,1,1,0,0,2,1
"spb-c20",110100099840,0,1,0,0,1,1
"spb-c20-lc109-lkc",110100099840,0,1,0,1,1,1
"spb-c20-lc109",110100099840,2,1,0,0,1,1
"spb20-100",110100099750,1,1,0,1,1,1
"xsg40-a",110300194450,1,1,0,1,2,1
"lhifs",110300027420,2,2,0,2,4,2
"strl30-200",110300073010,2,1,0,1,2,1
"nkxz50",110300108870,1,1,0,0,2,1
"worm",110302194620,5,5,1,1,3,2
"ikfb300",110300542530,2,2,0,2,8,2
"xsg40",110300194450,0,2,0,2,5,2
"mikf",110300542870,1,1,0,1,2,1
"mikdf",110300542870,1,1,0,1,2,1
"grrf20-20-10-135-e8-f60-g112",110300069060,0,1,0,1,4,1
"hgctb",110300361320,1,2,0,2,4,2
"hgctb8",110300361320,1,1,0,1,2,1
"hgctb10",110300361320,0,1,0,1,2,1
"fjebf",110300356150,2,1,0,1,3,1
"mikcfb",110300545510,2,1,0,1,2,1
"ygidpbb16-p8.6-b5-l60-a30-e8-m8",110300581640,3,2,0,0,4,2
"ygidpbb16-p8.6-b5-l60-a30-m8-sc20-x10",110300581640,2,2,0,1,4,2
"pcimas-d10-v8-t0.2",110300237240,2,1,0,1,3,1
"pcimas-d10-v8-t0.3",110300237240,1,1,0,1,3,1
"fsmsbg4-17_5-4",110300249050,1,1,0,1,4,1
"fsmsbg4",110300249050,2,1,0,0,4,1
"mgbp32",110100162930,0,1,0,1,1,1
"lhss_mx20",110300026270,1,2,0,2,6,2
"pack-shntp5",110302247640,0,1,0,1,3,1
"clpsqtap10-l30",110302387210,1,1,0,1,4,1
"pcimrs6-12-0.2",110302399270,1,1,0,1,3,1
"pcimrs6-12-0.5",110302399270,1,1,0,1,3,1
"swm14-100",110100185760,1,1,0,1,1,1
"lhtc10",110300027760,1,2,0,1,12,2
"sfku",110300005970,1,3,0,3,10,3
"psflu12-45-j5-m6",110300005970,1,1,0,1,2,1
"lph13-67",110100149540,1,1,0,1,1,1
"sgbf20-35",110100153560,1,1,0,1,1,1
"pfxfb10-14-f29-m5",110300094710,4,2,0,2,6,2
"u-sclbgn0.13-l0.69-lkc",110302170640,0,1,0,1,2,1
"smz12",110300037130,0,1,0,1,7,1
"pjlsw",110300142830,2,1,0,1,3,1
"rgptn20",110300135310,1,2,0,1,5,2
"lemnt10",110300508320,1,1,0,1,3,1
"geahs1.5-34-15-b-23",110300428520,6,4,0,1,20,4
"geahs1.5-34",110300428520,1,1,0,1,5,1
"cbdbw6",110300097240,1,1,0,1,1,1
"cbdbw6-7-pc",110300097240,1,1,0,0,1,1
"wssb40-10-10",110300231730,0,1,0,1,2,1
"tlnndn6-p9.8-b16-l10",110300578230,1,1,0,1,2,1
"lcss",110300027240,1,1,0,1,2,1
"hatat12-p10-b30",110300607970,2,5,0,3,20,5
"hatat12-p9.99",110300607970,1,1,0,0,4,1
"hatat",110300607970,2,1,0,0,4,1
"bullet nose",110300607970,3,10,0,0,4,1
"lmu-mx12",110300025660,1,1,0,1,3,1
