"Q","total_search","sum_linkCtg","sum_link","total_codefix"
"1-20-03989-00a",1,0,0,0
"sse2bnl20",1,0,0,0
"150t20-1500usnt-k13-xb",1,0,0,0
"cable carrierhose carrier",1,0,0,0
"fpn10",1,0,0,0
"hccgh15_90_0_nc2_7_tc3_5_hc",1,0,1,0
"ssfrra6_23.8_b2_s2",1,0,0,0
"jpcqd",1,0,1,0
"rgs-125",1,0,0,0
"shw27ca2uu820lm",1,0,0,0
"shw27ca",1,0,0,0
"cimm2009-0.1",1,0,0,0
"cimm2009-0.2",1,0,1,0
"rgma l1.0-278-mc5",1,0,0,0
"asffs-a75-b30-t0.2-q7-e22.5-c19-p30",1,0,0,0
"msb6.5-15",1,0,0,0
"asffs-a75-b30-t0.1-q7-e22.5-c19-p30",1,0,0,0
"shaft guide",1,0,1,0
"sensor rod",1,0,0,0
"hbkts8-c",1,0,2,0
"361-0610",1,0,0,0
"sfpcha5-p6",1,0,0,0
"sfpcha5-p6-l8-b5",1,0,1,0
"clgn16-71",1,0,1,0
"clkg20-163",1,0,1,0
"rgs145",1,0,0,0
"pscspd25",1,0,1,0
"quill punches",1,0,1,0
"css60a",1,0,0,0
"pka",1,0,1,0
"edge rubber",1,0,1,0
"3/4 inch",1,0,0,0
"3/4 inch bearing",1,0,0,0
"mszc4-10",1,0,0,0
"rfwwm38-15-390-x7.0-y5.0-z5.0",1,0,0,0
"pdsphc4h-247-216-0.8-f190-g200-n5-un10-xc9-yc8",1,0,0,0
"cbse 5_16",1,0,0,0
"safu40-l1065-f55-m24-t70-n24-sc1000",1,0,1,0
"nedj-ps-e-9-10",1,0,0,0
"nmf p14",1,0,0,0
"fpqta12-p14_95-l18-b5",1,0,1,0
"u-wssb1.00-d1-",1,0,0,0
"spurs gears",1,0,1,0
"tpcat12",1,0,1,0
"39c2",1,0,0,0
"jpnga10-p11",1,0,0,0
"jpnga10-p11-b15",1,0,0,0
"pneumatic module units (linear guides)",1,0,0,0
"fpa",1,0,0,0
"fpba8",1,0,1,0
"ltbra-t10500-715",1,0,0,0
"clbghn15-129.5",1,0,1,0
"aip06-30",1,0,0,0
"safety extrusion",1,0,0,0
"rdss25-76-ms",1,0,1,0
"round pipe",1,0,0,0
"jbafp25-p15-l13",1,0,1,0
"elana 8",1,0,0,0
"utrh-d8",1,0,1,0
"sasc10-14-22.5",1,0,1,0
"frncs3",1,0,1,0
"mshs1-6",1,0,1,0
"npa80",1,0,1,0
"sta12",1,0,0,0
"mis_strl50-150",1,0,0,0
"mis-strl50-150",1,0,0,0
"geabdb1,0-24-12",1,0,0,0
"uwasnb160",1,0,1,0
"cpng-5e3.5",1,0,0,0
"dbgb3-",1,0,0,0
"dbgb3-l5",1,0,1,0
"dmwm",1,0,0,0
"fxca10-21-f9-g5-set",1,0,0,0
"rbwf",1,0,0,0
"recycle insert",1,1,0,0
"plastic shims",1,0,0,0
"fwssd",1,0,0,0
"cbss4-",1,0,0,0
"digital",1,1,0,0
"hand clamp",1,0,0,0
"lapgb6-p8.00",1,0,0,0
"lapgb6-p8.00-b",1,0,0,0
"lapgb6-p8.00-b8.0",1,0,0,0
"self tapping bolt",1,0,0,0
"lapgb6-p8.00-b8.0-g4-l0-lte-mc5",1,0,0,0
"rorls3512",1,0,0,0
"gpa60gt5150-a-y34",1,0,0,0
"counterbalance valve",1,0,0,0
"nmf_",1,0,0,0
"bgbwt",1,0,1,0
"pya-270-110-3",1,0,1,0
"lpsqta",1,0,0,0
"guide bushins",1,2,0,0
"set srew",1,0,0,0
"hsusn",1,0,0,0
"4.04109.339 brk2",1,0,0,0
"elnna12-p30-b20-l15-a30-e5",1,0,1,0
"508",1,0,0,0
"u-ssfj0.38-l7.00-wfc0.25-a2.75",1,0,0,0
"lag8",1,0,2,0
"low",1,0,0,0
"finger switch rod",1,0,0,0
"removable dowel pin",1,0,0,0
"usawn 160",1,0,0,0
"bgt",1,0,0,0
"mpctz8",1,0,1,0
"atp10xl-a",1,0,0,0
"msy4-10",1,0,1,0
"hxc10",1,0,0,0
"nmfp14b30",1,0,0,0
"sxrl28",1,0,0,0
"sxrl28-250",1,0,1,0
"ahdr13",1,0,0,0
"lhmswmx30",1,0,0,0
"cbdr12-10",1,0,1,0
"slide way",1,0,0,0
"kdstk",1,0,1,0
"spcgs",1,0,0,0
"brackets for device stands tap",1,0,0,0
"aluminum hollow collars",1,0,0,0
"scnfb",1,0,1,0
"platform",1,0,0,0
"nylon shims",1,0,0,0
"msb-12-55",1,0,0,0
"umt6",1,0,0,0
"sbhm",1,0,0,0
"sgbbl 28 28",1,0,0,0
"psfjt25",1,0,0,0
"psfjt25-",1,0,0,0
"psfjt25-175",1,0,1,0
"ss nozzles",1,0,1,0
"1 tehsf3-233.61-p2.45-n80.0-tc3.0",1,0,0,0
"talad",1,0,0,0
"ssg",1,0,0,0
"jpngb",1,0,1,0
"taland",1,0,0,0
"sgbbl28-28",1,0,0,0
"sgbbl 28-28",1,0,0,0
"cp2",1,0,0,0
"kbaawa30b50l20x10",1,0,0,0
"invoices",1,0,0,0
"nfjns08-100",1,0,0,0
"aa06-220 pt spring",1,0,0,0
"open bearing",1,0,0,0
"ftcb-d8-h11-v6",1,0,0,0
"ftcb-d8-h11-v6-0-l5-0-t2-0",1,0,0,0
"wasbh12-6-5",1,0,1,0
"jwp8",1,0,1,0
"2714",1,0,0,0
"u-sfam0",1,0,0,0
"bshkb6902zz",1,0,1,0
"cfpja 12-p11",1,0,0,0
"cam nut",1,0,0,0
"cam over center",1,0,0,0
"u-sfam0.25",1,0,0,0
"u-sfam0.25-l4",1,0,0,0
"u-sfam0.25-l4.00-f0.50-b",1,0,0,0
"u-sfam0.25-l4.00-f0.50-b0.42",1,0,0,0
"u-sfam0.25-l4.00-f0.50-b0.42-t10",1,0,0,0
"u-sfam0.25-l4.00-f0.50-b0.42-t10-g",1,0,0,0
"falbs-",1,0,0,0
"u-sfam0.25-l4.00-f0.50-b0.42-t10-g0.50-",1,0,0,0
"19' electrical rack",1,0,0,0
"fkpy",1,0,0,0
"fkpyq",1,0,0,0
"bsst1505-275",1,0,1,0
"adjustment pads standard type",1,0,1,0
"trapezoidal screw",1,0,0,0
"turn wheel",1,0,0,0
"m14 x 2.0 90 degree right threaded",1,0,0,0
"bau12",1,0,0,0
"u scs1",1,0,0,0
"skh12.7",1,0,0,0
"skh9.53",1,0,0,0
"uscs1",1,0,0,0
"spherical nut",1,0,0,0
"p14-b30",1,0,0,0
"u-scs1-00-bo-50",1,0,0,0
"fkpyq5",1,0,0,0
"fkpyq6",1,0,0,0
"cbdbr6-",1,0,0,0
"misumi_geahbg1_5_12_15_a_10",1,0,0,0
"mpkz20-25.ipt",1,0,0,0
"ｑｃ｜-6",1,0,0,0
"bstfh7-6.5",1,0,1,0
"kmcpwf 10-39.3-a4-3r-kc90",1,0,0,0
"dnpo",1,0,0,0
"sktgk 9.53",1,0,0,0
"ajlstt5",1,0,1,0
"hro42-16",1,0,0,0
"hro42-163",1,0,1,0
"316-b-xb-lb",1,0,0,0
"spb-16",1,0,0,0
"jkpzs",1,0,0,0
"cfpja 12-p11.86",1,0,0,0
"psfgw6-66-54-n4",1,0,1,0
"fxac10-5-f21",1,0,0,0
"hfsf8-4040-413-ldh-rdh",1,0,0,0
"air driven conveyors",1,0,0,0
"air powered",1,0,0,0
"ujbap0.38l0.75",1,0,0,0
"ccs-b",1,0,0,0
"scrnt16",1,0,1,0
"linear slides sse",1,0,0,0
"hfsb5-2040-1040",1,0,0,0
"swivel arm",1,0,0,0
"lm guide",1,0,0,0
"m8*1.25 ff therd",1,0,0,0
"m8*1.25 ff therd masuer dia",1,0,0,0
"sfjz8-66-m5-n5",1,0,1,0
"wave washer for bearing",1,0,0,0
"mtstrc16-200-t17-q10-s9-e8-bq12",1,0,1,0
"bchn19",1,0,1,0
"tpa",1,0,0,0
"ppsu",1,0,0,0
"pn-sp-3",1,0,0,0
"hf s8-4040",1,0,0,0
"sp-3x20",1,0,0,0
"vee locator",1,0,0,0
"4-cy5708",1,0,0,0
"locking latches",1,1,0,0
"kblsv-3.0-a36-b36-x6.0-y6.0-f24.0-g24.0-v18.0-s18.0-n4-d24",1,0,0,0
"jbhun",1,0,0,0
"mbws28-2.1-p5",1,0,1,0
"telana10t-p8.4",1,0,0,0
"cbp12",1,0,0,0
"uadlf",1,0,1,0
"telana10t-p9.8",1,0,0,0
"electrical insulating bushing",1,0,0,0
"precision flat washer",1,0,0,0
"l shaped rod",1,0,0,0
"lnp6-50",1,0,0,0
"post setting block",1,0,0,0
"mfjcw",1,0,0,0
"mfjcwk",1,0,0,0
"grease spray nozzle",1,0,0,0
"geabs 0.8-24-7-5-kc120",1,0,0,0
"mcm-3649k11",1,0,0,0
"telata10t",1,0,0,0
"k1620",1,0,0,0
"ssj10",1,0,0,0
"washer config",1,0,2,0
"hfsfb",1,0,0,0
"sjval-c10",1,0,1,0
"cronexb",1,0,1,0
"hfsfb6-3030-626-",1,0,0,0
"hfsfb6-3030-626-z6",1,0,0,0
"hfsfb6-3030-626-z6-xa76-xb313-xc",1,0,0,0
"vinyl",1,0,0,0
"buffer",1,0,0,0
"tslanaa6-p6.4-b10-l10-a30-e1",1,0,1,0
"pssfgw50-203.1",1,0,0,0
"exstenions",1,0,0,0
"slide mount",1,0,0,0
"extension rods",1,0,0,0
"shclbm10-20",1,0,1,0
"m8x.75",1,0,0,0
"hfstb6-3030-765.5-z6-xa76-xb382.5-689.5",1,0,0,0
"hfstb6-3030-803.5",1,0,0,0
"wssbh10-4-2",1,0,1,0
"kbruw3.2-a95-q65-n10-",1,0,0,0
"thumb screw stainless",1,0,1,0
"upcn21-b-",1,0,0,0
"spc10",1,0,1,0
"spnr40-25-f115-b110",1,0,0,0
"fine thread nuts",1,0,1,0
"m14",1,0,0,0
"gpa20",1,0,0,0
"hjptma",1,0,1,0
"atbm14a-s-pi",1,0,0,0
"optical sensor",1,0,0,0
"mcslcwk50-15-16 (290 u-b25107-1)",1,0,1,0
"hsfs1515",1,0,0,0
"hsf31515",1,0,0,0
"nchxcc",1,0,0,0
"coated plate",1,0,0,0
"machined steel plate",1,0,1,0
"25 mm dowel pin",1,0,0,0
"switch cam follower",1,0,0,0
"spring probes",1,0,2,0
"hfs8-9090-246",1,0,1,0
"sfjw16-250m8n8sc20",1,0,1,0
"pascal",1,0,0,0
"pascal spr",1,0,0,0
"trucsco",1,0,0,0
"shaft space",1,0,0,0
"jprbpb10-12",1,0,1,0
"7910, p2",1,0,0,0
"oil caps",1,0,0,0
"ball oil",1,0,0,0
"ef-2025",1,0,0,0
"clb52",1,0,0,0
"cpl-32-12-14 coupling",1,0,0,0
"87cpl-32-12-14",1,0,0,0
"cpl-32-12-14",1,0,0,0
"mb0810du",1,0,0,0
"water tap",1,0,0,0
"welded steel stands plate type",1,0,0,0
"wr8-20",1,0,1,0
"hfs8-4590-",1,0,0,0
"tee handle",1,0,0,0
"hfs8-4590-415.5",1,0,1,0
"geafb1.5",1,0,0,0
"cpl-31-12-14",1,0,0,0
"sseb-40",1,0,0,0
"phs0s8",1,0,0,0
"spsnt4-l6",1,0,0,0
"u-gjpsd0.19-p0.1875",1,0,1,0
"wire shock",1,0,0,0
"switch mounts",1,0,0,0
"cplc31-12-14",1,0,0,0
"high torque timing belt",1,0,0,0
"cplsc25-6-6",1,0,1,0
"spiral air hose",1,0,1,0
"clkm15-6-90",1,0,1,0
"u-fpbd",1,0,1,0
"sfaa15",1,0,0,0
"sfaa15-25-f8",1,0,1,0
"shaft supports hinged",1,0,2,0
"concentricity gauge",1,0,0,0
"leveling palte",1,0,0,0
"dbgs6-",1,0,0,0
"dbgs6-3-10",1,0,0,0
"cdqsb20-40dc",1,0,0,0
"cdqsb",1,0,0,0
"hydraulic pump",1,0,0,0
"gdsmsb8",1,0,0,0
"sfesg6-p8-l6-b9-e6",1,0,1,0
"gdsmsb8_",1,0,0,0
"rsabo",1,0,0,0
"bmgf2-q2n-r2n-s2n",1,0,0,0
"bmgf2",1,0,1,0
"etkm",1,0,0,0
"rbda100-100",1,0,0,0
"tensioner belt",1,0,0,0
"sfam10-88-f15-b9-p6-t",1,0,0,0
"khfsl8-4040-4000",1,0,1,0
"sfam10-88-f15-b9-p6-t19-s9-q6-",1,0,0,0
"s[h",1,0,0,0
"m4 dowel pin",1,0,1,0
"psfgn10-199-f30-b15-pmc8",1,0,1,0
"sthrng",1,0,1,0
"cgk",1,0,1,0
"5968 b lakehurst drive",1,0,0,0
"wf10-",1,0,0,0
"s8",1,0,0,0
"hhta40f",1,0,0,0
"hhta40s",1,0,0,0
"washiner",1,0,0,0
"u-cplsc32",1,0,0,0
"ssthmrl",1,0,1,0
"suhf",1,0,1,0
"mcocwk38-12-12",1,0,1,0
"mco3-s1",1,0,0,0
"sfj0.25-l6.38-t",1,0,0,0
"bumpe",1,0,0,0
"awss-d-",1,0,0,0
"awss-d-v4.5",1,0,0,0
"hrlflj3",1,0,1,0
"esjb20-94.48-p19.99-v16-c12-s30",1,0,1,0
"awss-d-v4.5-t",1,0,0,0
"awss-d-did-v4.5-t",1,0,0,0
"abnz5-2.0-l100",1,0,0,0
"rd8",1,0,0,0
"lhirk16",1,0,1,0
"gutb5-6-20",1,0,1,0
"*a10-136-wmc4",1,0,0,0
"thru hole blot",1,0,0,0
"tupwh6-25",1,0,1,0
"vafn10",1,0,0,0
"sszs",1,0,0,0
"ring fedder",1,0,0,0
"stainless steeel",1,0,0,0
"cable sleeving",1,0,0,0
"strnc5-25",1,0,1,0
"cmtw275u",1,0,0,0
"cmtws75u",1,0,0,0
"sfpqa5-p6.00",1,0,0,0
"sfpqa5-p6.00-l5",1,0,0,0
"locate p",1,0,0,0
"hose clamps",1,0,0,0
"wire hose clamps",1,0,0,0
"htbn720s8m-400",1,0,0,0
"shs25",1,0,0,0
"shs25*",1,0,0,0
"213755771515",1,0,0,0
"mgn10mgn10 00560",1,0,1,0
"sviwel screw",1,0,0,0
"fc4a-m08br1",1,0,0,0
"module",1,0,0,0
"98381",1,0,0,0
"stba12-45",1,0,0,0
"scdkl",1,0,1,0
"375577",1,0,0,0
"mcak",1,0,1,0
"hfrr",1,0,0,0
"hosph8-1800",1,0,1,0
"plsbg12-25-m4-",1,0,0,0
"rblds",1,0,0,0
"dwssb-d35.0",1,0,1,0
"ball screw support mtwz-12",1,0,0,0
"npa26",1,0,1,0
"orifice",1,0,0,0
"mtwz-cp-12",1,0,0,0
"jfmn20-g-set",1,0,1,0
"selblz",1,0,1,0
"gsx38-15",1,0,0,0
"friction drive wheel",1,0,0,0
"cljhm12-20",1,0,0,0
"hfrra20-78-0-b4-s4",1,0,1,0
"strb12-50",1,0,1,0
"shmts10-10",1,0,1,0
"f421wc",1,0,0,0
"phson16",1,0,1,0
"strb12-60",1,0,1,0
"phso16",1,0,1,0
"strb6-20",1,0,1,0
"erhk-f8-200-p4.0",1,0,0,0
"fur10-20",1,0,1,0
"psfau20-546",1,0,1,0
"strc6-20",1,0,1,0
"tkp-a-10x",1,0,0,0
"tkp-a-10x3l",1,0,0,0
"mtstr10-155",1,0,0,0
"mtsl20-574",1,0,0,0
"mtslk20-408-f25-r15-t25-q15-s25-e12",1,0,0,0
"sfrh25-30-f61-5-p20-t29-m8",1,0,1,0
"mtsr20-478",1,0,0,0
"etb12-4",1,0,1,0
"crmnu50",1,0,1,0
"floor locks",1,0,0,0
"sfam15-418-f17-b14-p10-t17-s14-q10",1,0,0,0
"fptcma12-p17-l6-b3",1,0,1,0
"tbcf-mxl025-4h-m3-l12-p11-ac21",1,0,0,0
"50mm id spacers",1,0,0,0
"precision linear shaft-configurable",1,0,0,0
"ssths20",1,0,1,0
"sfpqd5-p6-",1,0,0,0
"sfpqd5-p6-l5",1,0,0,0
"ptpa26p3m100-b-p10　",1,0,1,0
"larger washersspacers",1,0,0,0
"e-eksd",1,0,0,0
"spwf10",1,0,1,0
"dpam-la12-c",1,0,0,0
"clbus8-11-5",1,0,0,0
"mtsrv12_500_f8_v8_",1,0,0,0
"t rail",1,0,0,0
"buthn-a35-b40-t15-f20-z5",1,0,1,0
"sbox303016",1,0,0,0
"skh",1,0,0,0
"sbpp8-10",1,0,1,0
"cxfh6-d6-l10-n",1,0,1,0
"sebsz16_470",1,0,0,0
"actuator lock",1,0,0,0
"shaft spring lock",1,0,0,0
"pssagd8-52-f8-m6-n4",1,0,0,0
"mssf-8",1,0,0,0
"extrud",1,0,0,0
"jis springs",1,0,0,0
"jis die springs",1,0,0,0
"lbss_19",1,0,0,0
"unst6-30",1,0,1,0
"rormcs",1,0,0,0
"psfrn20",1,0,1,0
"sgppel6a",1,0,0,0
"utshn2h10-50-25-f30-g12.5-z4",1,0,1,0
"utnm-d15-v8",1,0,0,0
"pisco pl12-02",1,0,0,0
"hjt8",1,0,0,0
"efs6-3030-110",1,0,0,0
"-17",1,0,0,0
"pc1/4-01",1,0,0,0
"hjtxl40",1,0,0,0
"j brackets",1,0,0,0
"dbs4",1,0,0,0
"sswa12",1,0,0,0
"hinge pins both ends threaded",1,0,0,0
"runner",1,0,0,0
"p5m",1,0,1,0
"hntlp8-260-m8-n10-p80-4",1,0,1,0
"htx",1,0,0,0
"htpm30s3m",1,0,1,0
"tbn570h100",1,0,1,0
"strcb12-45",1,0,1,0
"gd&t symbols",1,0,0,0
"loc13",1,0,0,0
"ahc",1,0,2,0
"fwzash",1,0,1,0
"6x14",1,0,0,0
"m122",1,0,0,0
"wood insert nut",1,0,0,0
"factory frames",1,0,0,0
"bgfr26",1,0,0,0
"bgfrz6",1,0,0,0
"bgfrz620",1,0,0,0
"bgfrz620422",1,0,0,0
"bgfrz6204zz",1,0,0,0
"bgfrz6204zz-",1,0,0,0
"oilfree",1,0,0,0
"vacuum generators",1,0,1,0
"handle, a19, h51, red",1,0,0,0
"box-sfb4-205",1,0,0,0
"pmsus",1,0,0,0
"pmsus-800",1,0,0,0
"pmsus-800-800",1,0,0,0
"pmsus-800-800-1.0",1,0,0,0
"gpa pulley",1,0,0,0
"retractable handles",1,0,0,0
"okjs-20 wf",1,0,0,0
"sとpぴＮ",1,0,0,0
"uwds150",1,0,0,0
"beskt",1,0,0,0
"knob m10",1,0,0,0
"gpa2090",1,0,0,0
"nblmx4-16-15-b",1,0,0,0
"lx2001-b1-t2056.4-150-sp3",1,0,1,0
"lhgwh",1,0,0,0
"cb16-",1,0,0,0
"cb16-310",1,0,0,0
"nw06g-r4p-t24-bl",1,0,0,0
"cbd10-5",1,0,1,0
"u-saspl",1,0,0,0
"fjr16-1.5",1,0,0,0
"cbso",1,0,0,0
"socket head cap srew",1,0,0,0
"five lobed kno",1,0,0,0
"fgsta15-",1,0,0,0
"welded stands",1,0,0,0
"hfbcm5-20",1,0,1,0
"pssfgt25",1,0,1,0
"sfaw",1,0,2,0
"t-slot end fastenr",1,0,0,0
"fgsta20-200",1,0,1,0
"gpagt2090",1,0,0,0
"aatf20mxl019-fc14.5",1,0,1,0
"pulleys for round belts",1,0,1,0
"atp19mxl019-k-p3",1,0,1,0
"unahh8-25",1,0,1,0
"hcdg10-18",1,0,1,0
"urfh15-8-10",1,0,1,0
"nosc4-16-12",1,0,1,0
"mb-a-1625",1,0,0,0
"fcbdr5-5.0-a8-e2.0-fg",1,0,0,0
"liniear bshing",1,0,0,0
"titanium screw",1,0,1,0
"pcp-hmb633pus-r",1,0,0,0
"pcr-e36fs+",1,0,0,0
"pcr-e36fs",1,0,0,0
"ㅡ맜0805ㅁ",1,0,0,0
"wm10-25",1,0,1,0
"mcjn16-6-6",1,0,1,0
"ptbn230p2m-060",1,0,1,0
"ikfbb10",1,0,0,0
"fnclc-v50-d55-l24",1,0,1,0
"bb10",1,0,0,0
"bnfb84",1,0,0,0
"urewm30-16-5",1,0,1,0
"nclc-v30-d40-l24",1,0,0,0
"nclc-v30",1,0,0,0
"lx3015",1,0,0,0
"r10-27",1,0,1,0
"coupring",1,0,0,0
"kzep20-280-t",1,0,0,0
"kzep20-280-t10-p20-",1,0,0,0
"kzep20-280-t10-p20-la13.5-",1,0,0,0
"kzep20-280-t10-p20-la13.5-na16-kb230-hb10",1,0,0,0
"bsssrk0802-262",1,0,0,0
"bsssrk0804-262",1,0,0,0
"bsssrk0804-262-f13",1,0,0,0
"urwm20-10-3",1,0,1,0
"14 tooth double bearing idler sprocket",1,0,0,0
"bsssrk0804-262-f13-p4.5",1,0,0,0
"bsssrk08045",1,0,0,0
"y-mp",1,0,0,0
"bsssrk0804",1,0,0,0
"hard chrome plating",1,0,1,0
"lock boltpxty",1,0,0,0
"fj4-10",1,0,1,0
"kqb2e10-00",1,0,0,0
"sebwm",1,0,0,0
"nbf4-16-b",1,0,1,0
"clmsc6-16-m",1,0,1,0
"clmd6-25",1,0,0,0
"sp40b13",1,0,1,0
"fcljp-v2",1,0,0,0
"m-5p",1,0,0,0
"shaft coupling nut",1,0,0,0
"cbsa8-30",1,0,1,0
"lfb 0805",1,0,0,0
"lf 1208",1,0,0,0
"rbldball joint",1,0,0,0
"os12",1,0,0,0
"os12163",1,0,0,0
"barrell prox",1,0,0,0
"sjvrx-",1,0,1,0
"bswp10",1,0,1,0
"awsc-e-d11.0-v8.5-t1.0",1,0,1,0
"clsg10-49-f2-e6",1,0,1,0
"eccentric bushings",1,0,1,0
"lhsswn10",1,0,1,0
"slhssw12",1,0,1,0
"extgs1-25",1,0,1,0
"msygc4-1008",1,0,1,0
"bmian1-22",1,0,1,0
"cbstsr3-15",1,0,0,0
"mswtmk2",1,0,1,0
"nhe",1,0,0,0
"wh8-25",1,0,0,0
"rbds50",1,0,0,0
"jpdb4-5",1,0,1,0
"btr16",1,0,0,0
"copper nuts",1,0,0,0
"k-ksps",1,0,0,0
"vfah25-375-",1,0,0,0
"fjfn24-",1,0,0,0
"feeder roll",1,0,0,0
"2914619-01",1,0,0,0
"lhhsk8",1,0,0,0
"sscsbn10-14",1,0,1,0
"cd1m-8",1,0,0,0
"ssfan3-72",1,0,0,0
"kpfs",1,0,0,0
"fl682zz",1,0,1,0
"sse2b6",1,0,0,0
"darren.seawright@kla-tencor.com",1,0,0,0
"tacking",1,0,0,0
"bghwsa6002vv-50-40",1,0,1,0
"lfzf3-3",1,0,0,0
"nltp 1",1,0,0,0
"compression clmaps",1,0,0,0
"tip tilt plate",1,0,0,0
"metal collars sncs",1,0,0,0
"uwanm",1,0,1,0
"cjpbd13-16.7",1,0,1,0
"hardened roing",1,0,0,0
"hardened ring",1,0,0,0
"06-20",1,0,0,0
"atbj14a-h-tp",1,0,0,0
"saip5-15",1,0,0,0
"ssp25b26-n-12",1,0,1,0
"mbgm20-1.5",1,0,1,0
"pscd6",1,0,1,0
"pspjw16-389-m12-nt2",1,0,1,0
"aatfw16-xl037-5",1,0,1,0
"aatf18l075",1,0,1,0
"ahtfw32-s5m250-12",1,0,1,0
"dumc",1,0,0,0
"dumcg",1,0,0,0
"d-umcg",1,0,0,0
"ahtfw18t10200-15",1,0,0,0
"ahtfw18t10200",1,0,0,0
"dun",1,0,0,0
"hfs63030",1,0,0,0
"lbnl8",1,0,1,0
"ust5-30",1,0,1,0
"pca10-30",1,0,0,0
"mtsnr-14",1,0,0,0
"gpa25gt2090",1,0,0,0
"gpa25gt2090-ap7",1,0,0,0
"rhxs",1,0,0,0
"mhpus2063815a",1,0,0,0
"scerw",1,0,0,0
"wood insert flanged",1,0,0,0
"wood nut insert flanged",1,0,0,0
"wood nut insert",1,0,0,0
"plastic screw",1,0,0,0
"ksm",1,0,0,0
"k-kspsa",1,0,1,0
"atp12l",1,0,0,0
"kpbz",1,0,1,0
"htpa24s3m060-a-p6-slh5",1,0,1,0
"meter screw",1,0,2,0
"lpsrb5-p10",1,0,0,0
"cpsf",1,0,0,0
"cpsfjw12",1,0,0,0
"mhpks203-30-",1,0,0,0
"mhpks203-30-15-a",1,0,1,0
"kbyk",1,0,0,0
"bbc-8000a",1,0,0,0
"rbber",1,0,0,0
"box pc",1,0,0,0
"conputer",1,0,0,0
"computer",1,0,0,0
"steam oil",1,0,0,0
"ahln125-hc12",1,0,1,0
"ssfrmhf",1,0,2,0
"dpph",1,0,1,0
"h5f5-2020-775",1,0,0,0
"wssb15-12-1",1,0,0,0
"wss15-12-1",1,0,0,0
"uf3-5",1,0,1,0
"b7209",1,0,2,0
"nwl 13.6-40",1,0,0,0
"nwl 13.6 -40",1,0,0,0
"sp10p",1,0,0,0
"sp10p6.02l",1,0,0,0
"ptbog-p5m250-360",1,0,2,0
"bpj8",1,0,0,0
"opph-",1,0,0,0
"jbafsp10-p6.02-l5.0",1,0,0,0
"swy 20.5-150",1,0,0,0
"swy20.5-150",1,0,0,0
"linear motion lock",1,0,0,0
"32010",1,0,0,0
"swy21500.5-",1,0,0,0
"nwl13.6-40",1,0,0,0
"netn6",1,0,0,0
"netn6-32",1,0,0,0
"netn6-32-",1,0,0,0
"jbem10-p6-",1,0,0,0
"netn6-32-sc2cm4",1,0,0,0
"brass spacer",1,0,0,0
"psfrmgg20-",1,0,0,0
"2999t51turnbuckle",1,0,0,0
"cbm3-12",1,0,1,0
"connecting rods",1,0,2,0
"fpba5-p6-l10-b10-tc4",1,0,1,0
"precision bushings",1,0,2,0
"ckftam",1,0,0,0
"seal tape",1,0,1,0
"flip dog",1,0,0,0
"t10 timing pu",1,0,0,0
"catridge valve",1,0,0,0
"catridge",1,0,0,0
"catridg",1,0,0,0
"mhpus-408-50-15-a",1,0,0,0
"mhpks-408-50-15-a",1,0,0,0
"mhpks-206-50-15-a",1,0,0,0
"f120-fs3",1,0,0,0
"epshb",1,0,0,0
"ajlc12-30",1,0,1,0
"fhps-",1,0,0,0
"fhps-408",1,0,0,0
"aus12-40",1,0,1,0
"b150s3m579",1,0,0,0
"bgca6902zz",1,0,1,0
"6307",1,0,0,0
"liner slide",1,0,0,0
"mendel",1,0,0,0
"bpfc18",1,0,1,0
"fjcf22",1,0,1,0
"fjr14-1.5-5",1,0,0,0
"fjt22-1.5-12",1,0,0,0
"utsl",1,0,0,0
"klcn",1,0,0,0
"rbkn-",1,0,0,0
"rbkn",1,0,0,0
"ttbo-t520",1,0,0,0
"glsz",1,0,0,0
"mrss2-",1,0,0,0
"mstmp",1,0,0,0
"structural tubing",1,0,0,0
"mpbbzu1",1,0,0,0
"ln 2",1,0,0,0
"hblb8",1,0,0,0
"mszd",1,0,0,0
"smz6-9",1,0,0,0
"smz6-10",1,0,0,0
"switch box",1,0,0,0
"fwsrm-d17-v4.5-e2-t2",1,0,1,0
"spp-oc40",1,0,0,0
"ＧＦpna 10 -p 15-l10-b20",1,0,0,0
"ＧＦpna10 -p 15-l10-b20",1,0,1,0
"hfs8-4040-280",1,0,1,0
"bbrpt33",1,0,1,0
"square ejector pins",1,0,0,0
"hfs8-4040-238 tpw sc",1,0,1,0
"frame end caps",1,0,1,0
"axial fan",1,0,0,0
"hntu6-4",1,0,1,0
"tfzb8-12",1,0,0,0
"cxsk40-50",1,0,0,0
"vinyl tube",1,0,0,0
"mtsbr25-675",1,0,1,0
"hosns61",1,0,1,0
"a-skrx",1,0,0,0
"pkal",1,0,1,0
"psagz",1,0,0,0
"strcb10-45",1,0,0,0
"hinges nuts",1,0,2,0
"pfxaa8",1,0,0,0
"swf-6",1,0,0,0
"tjread",1,0,0,0
"u-wglj0.75-a1.50-h0.75",1,0,1,0
"jzf10-6",1,0,1,0
"ah-shkrl",1,0,1,0
"thumb screws - resin head",1,0,0,0
"lxnca12-35-f10-g7-n20",1,0,1,0
"pskw",1,0,0,0
"simplified adjustment unit",1,0,0,0
"clms m",1,0,0,0
"mtstra12",1,0,0,0
"fwzac-d30-v15.0-p9.0-h9.0-t31.0",1,0,0,0
"wssmh12-6-2",1,0,0,0
